"id","price_doc"
30474,5555372.96111656
30475,7603468.82709487
30476,5085383.4016019
30477,5826446.66473524
30478,5709215.70074767
30479,10469297.6693749
30480,5000071.63571833
30481,4878909.94867992
30482,5253465.03027017
30483,5315142.8427289
30484,7258159.5416492
30485,5619694.85004493
30486,3954703.08561407
30487,4299246.5491521
30488,5609890.42524571
30489,6218608.39327526
30490,18555920.506741
30491,13293987.4464977
30492,5273925.92182305
30493,11081302.5602154
30494,7111877.64629083
30495,9424978.63213212
30496,7591325.46640084
30497,7353619.0782334
30498,4573832.08024057
30499,5986288.78151517
30500,11618001.6572156
30501,6592885.65555584
30502,3455994.63939364
30503,6698471.41379592
30504,5777511.34010824
30505,9867708.22554191
30506,2517168.34812631
30507,5557937.79345952
30508,5704192.42305294
30509,6897322.66771468
30510,9517815.24926312
30511,6254460.57027598
30512,6777986.76752996
30513,5036150.4547477
30514,2402755.61982005
30515,9669100.56277592
30516,6104485.8438555
30517,11145019.5891837
30518,8685247.86599717
30519,4470965.30988095
30520,7708158.43985413
30521,5156459.5172034
30522,7698108.72803908
30523,6006349.38869989
30524,8047884.25986986
30525,13450846.7074015
30526,5550405.64281449
30527,5100508.12748629
30528,6907907.88499719
30529,6757159.5270278
30530,7248157.34162695
30531,11004928.1623292
30532,4966263.7609022
30533,9503502.67812823
30534,7152675.14994262
30535,9535076.98763279
30536,5777274.42076541
30537,10114593.0941823
30538,5007573.24645149
30539,8201004.93541188
30540,9990940.66905035
30541,5434124.85043677
30542,2043441.81719106
30543,4854506.27846372
30544,6430047.83491815
30545,8029431.57402089
30546,4337671.00661311
30547,9666076.49075927
30548,5155485.92750271
30549,5459411.35744807
30550,9459376.79000026
30551,5892552.65760859
30552,1966086.66179184
30553,6502171.21424442
30554,9777853.53994808
30555,6432384.61712197
30556,9925601.89768961
30557,6946210.29901761
30558,8332249.53381928
30559,5891119.83968123
30560,6792105.88519404
30561,6554443.42322269
30562,12997480.8078693
30563,4910469.78822547
30564,6772811.08634179
30565,6995077.52551371
30566,6812735.46697997
30567,2006964.72920912
30568,9083158.03967547
30569,7938020.38498568
30570,7529204.18586305
30571,8437988.14536119
30572,5624386.24682439
30573,7709871.43033406
30574,5104162.468608
30575,10417666.7844623
30576,4318621.96448092
30577,3677364.85108875
30578,2554831.24956834
30579,6940820.11088914
30580,4082959.73848959
30581,5806698.94701247
30582,10713400.5463998
30583,7173175.26330921
30584,4550433.58364633
30585,2928938.65752432
30586,8839537.73997494
30587,5471514.2491462
30588,7905806.22402212
30589,7648377.29820097
30590,8774495.97257474
30591,4592832.82217822
30592,6257485.41420935
30593,7566577.3223084
30594,7304434.11345514
30595,5931461.25330358
30596,6504925.02108828
30597,7635222.84156156
30598,9717707.26007592
30599,7878071.68803482
30600,5543512.78218556
30601,7374181.71678497
30602,1953642.41272774
30603,12178092.8208951
30604,5121496.54361948
30605,7739737.00167785
30606,10573469.5392455
30607,6401669.62588436
30608,7998615.96498814
30609,6223384.30138172
30610,3448761.14020415
30611,5694273.16203055
30612,6793945.73237908
30613,9030350.38007463
30614,16823391.1962934
30615,6915461.74008518
30616,5842549.48379922
30617,7610157.40490237
30618,4969836.13930393
30619,4722249.02512143
30620,2449318.71612164
30621,10582811.1208142
30622,9404866.19352525
30623,6479713.02509483
30624,6175206.76043656
30625,7528622.59514828
30626,6411946.65937285
30627,4934255.92210639
30628,7469749.42771511
30629,5392129.25276005
30630,4971149.1836004
30631,6340576.14312623
30632,4521071.29913907
30633,4983590.51565886
30634,10106223.8058318
30635,9902022.26381717
30636,5200238.69990838
30637,9730987.42733507
30638,5623549.55101349
30639,8968197.05172
30640,5210340.7462042
30641,7547255.79964917
30642,7214152.40169577
30643,6375203.8914659
30644,9737002.85139357
30645,6176125.53415749
30646,5760362.59133082
30647,5368265.21147744
30648,20069972.7449476
30649,2319653.97779002
30650,5599665.18751118
30651,2542990.68877447
30652,5218476.32461666
30653,6887883.41118607
30654,4635812.80152982
30655,18369039.3465971
30656,4619377.98816304
30657,5192933.7755852
30658,10396705.0503212
30659,5489373.38703571
30660,8658072.86301785
30661,7438974.46113945
30662,9548490.02402269
30663,10149630.1384563
30664,11824909.4319289
30665,6252212.27527115
30666,2378234.79182337
30667,4273493.47437088
30668,7373042.52866365
30669,4517041.72141448
30670,2584638.67224865
30671,5567120.47308792
30672,21606936.6623277
30673,6345621.2184044
30674,10237256.7313804
30675,1995939.9058953
30676,5743746.75755012
30677,5260624.32064523
30678,11562117.0750038
30679,4687256.6107644
30680,5282201.08381911
30681,2466825.13531867
30682,8307866.4438254
30683,9928934.41599099
30684,5121130.23866955
30685,6341912.63683389
30686,9758960.9410934
30687,5630595.62746126
30688,5219780.39021088
30689,15243347.1362946
30690,20250545.1551405
30691,5333035.75325795
30692,6479478.20694967
30693,10388657.1287256
30694,7047997.82645298
30695,6179077.13586396
30696,7462970.73426718
30697,12578718.4754376
30698,6039687.47342306
30699,6450389.69867844
30700,5614584.34612253
30701,9780987.2046066
30702,5763296.87319931
30703,4098654.64392893
30704,11667723.053536
30705,8395726.38687324
30706,19343634.1965535
30707,2620338.15490322
30708,9700429.42936445
30709,7042474.92222369
30710,4842641.19994574
30711,4765849.19248702
30712,4804914.2182671
30713,6664604.24266222
30714,7545629.31169124
30715,3459598.93000918
30716,9928934.41599099
30717,6197348.29192695
30718,8528875.18741319
30719,9952426.27247726
30720,5471816.90404328
30721,7566837.10461855
30722,6302180.50833416
30723,6425113.33048552
30724,11307968.4400861
30725,6591502.55798526
30726,10596849.0761664
30727,9784775.05603109
30728,10888340.6488118
30729,2634407.39594689
30730,5982276.72009165
30731,6366503.46109315
30732,3882438.23206671
30733,8719565.27233346
30734,7610788.84339459
30735,5904264.24021021
30736,6341084.09849987
30737,6196449.99860302
30738,5449543.55310432
30739,2697708.88471913
30740,7059723.13556783
30741,8665094.14371158
30742,4916833.40831194
30743,5648446.08122648
30744,9706425.96332586
30745,6778083.72811624
30746,5932519.14739187
30747,15719515.5311666
30748,14515621.0137296
30749,5174958.14743274
30750,6566330.71982825
30751,3852327.71716326
30752,7162641.218898
30753,9862533.7632497
30754,5050897.5370959
30755,2537999.71006849
30756,6881055.24750925
30757,5317703.26190169
30758,9332531.31611221
30759,6613912.96784393
30760,2537999.71006849
30761,9677956.94315673
30762,6785942.1437296
30763,12210795.0366515
30764,6269850.55568512
30765,5777676.63842678
30766,3856569.69343485
30767,8879493.43506015
30768,5024708.67873022
30769,6497509.76806231
30770,6299440.43991097
30771,3375637.18222971
30772,7596213.80544565
30773,7503334.63217505
30774,5800007.72518872
30775,10197870.6065285
30776,4854927.59206601
30777,6357147.97800593
30778,9325289.36755445
30779,6701685.42964646
30780,7659545.35877541
30781,7486009.15552452
30782,5012623.59534319
30783,5735968.26777138
30784,4044522.9479456
30785,5809163.74675572
30786,4889483.45451317
30787,6364390.90468588
30788,5799775.41442832
30789,6035328.8058394
30790,6253267.74016424
30791,10071605.5397504
30792,7870524.62416336
30793,9321661.61109268
30794,14849110.9868345
30795,10705352.4992475
30796,7649624.68450165
30797,15365100.0356079
30798,2856860.99248305
30799,9367806.99404069
30800,8050808.98960933
30801,6278814.09263529
30802,11209380.9275311
30803,2937347.22748282
30804,3725601.76210807
30805,12856791.8780981
30806,7732661.67703919
30807,5983246.67330077
30808,10988337.4036766
30809,5008948.80669184
30810,9308123.35047466
30811,4444844.8412008
30812,4901425.90734588
30813,4381015.64687268
30814,2649264.56568572
30815,4262430.5500125
30816,7367482.72350716
30817,1953454.244696
30818,7406729.73810525
30819,9080680.93811705
30820,5040614.2779147
30821,14574824.0933542
30822,11074815.7354775
30823,6193490.09828466
30824,4312954.42977632
30825,5226116.21202668
30826,8560688.61238839
30827,5305839.39545592
30828,5956101.89532326
30829,5878498.02451128
30830,9213500.27568994
30831,6895809.93952571
30832,4630872.6943564
30833,5475575.39345392
30834,4760193.93965068
30835,6299086.00056762
30836,6241482.89415307
30837,5969573.45944279
30838,3437488.48056976
30839,6726401.02627833
30840,10994605.8100113
30841,9547688.71639016
30842,8573229.69809883
30843,6386108.3321182
30844,7435541.58331005
30845,9354790.50993331
30846,5027920.30217385
30847,4446379.60069367
30848,8157113.5422107
30849,4995758.05848516
30850,4696581.59844238
30851,4690784.86048101
30852,6063991.16274017
30853,3761072.27474031
30854,6384981.73184044
30855,7678546.53157656
30856,7227346.441955
30857,2522200.14281793
30858,5052525.91585602
30859,6057055.44385072
30860,5720933.88679406
30861,10125885.2463685
30862,7123546.18129314
30863,5505536.87450976
30864,6565216.15317129
30865,8603501.77240642
30866,6917842.98077585
30867,6702976.58170502
30868,7209991.23080039
30869,6078118.29257266
30870,3123130.23288522
30871,7444701.81317427
30872,4608610.5842348
30873,4145643.63382469
30874,4736853.85933329
30875,5908646.58624777
30876,5648483.7888047
30877,9931699.74045016
30878,6007833.15038231
30879,9625362.32684148
30880,6272314.55103762
30881,2032520.91540292
30882,10682609.6832044
30883,4282048.39528993
30884,6069910.13384376
30885,5013335.92724109
30886,7229062.88711683
30887,4994814.81077672
30888,4827756.23941945
30889,4128768.54780819
30890,7266664.64023661
30891,3868984.19698104
30892,3890143.53733931
30893,5022112.12023765
30894,5696836.92699143
30895,4985872.34503965
30896,5908877.62270793
30897,7163215.0314268
30898,8237650.15454492
30899,7365894.9779362
30900,3515068.47072481
30901,6656943.47835302
30902,2057652.78029239
30903,7545852.39327751
30904,7373091.74920367
30905,6042862.00999178
30906,5637252.6866133
30907,9709388.58179425
30908,4612567.8853332
30909,12665048.7017263
30910,6591621.99587269
30911,3958174.38795586
30912,7467484.43167911
30913,16905060.4089586
30914,5507143.75892344
30915,7761142.47167349
30916,5349759.19234246
30917,11795917.7404545
30918,7500573.02545201
30919,2638686.91786789
30920,5306618.69941275
30921,4728454.40246346
30922,6153901.36596672
30923,3547164.23467476
30924,5336765.08005845
30925,14554433.7037221
30926,6424604.77089239
30927,6285170.51727965
30928,4693196.68710148
30929,5336765.08005845
30930,6716318.11555433
30931,11807645.5088594
30932,4309332.26224111
30933,5006255.35569763
30934,13128010.5173365
30935,7952318.37813438
30936,7627428.3182685
30937,8503470.66519725
30938,3060267.96369801
30939,8418022.8225655
30940,7760158.12087677
30941,5878952.14210744
30942,3802765.53426978
30943,5940422.54540356
30944,5129014.01755207
30945,4012684.65085754
30946,9875070.04454962
30947,7969347.3235983
30948,7120482.95175996
30949,6518027.75532317
30950,6247009.11336968
30951,11932005.3265534
30952,7406058.72565928
30953,9706666.6423323
30954,4883336.85620836
30955,7671015.03188591
30956,6168908.59777255
30957,6929173.33648175
30958,16263299.3590791
30959,7615152.28084079
30960,6017472.19290987
30961,7297318.27645088
30962,8814510.72387447
30963,3973385.82905571
30964,4606048.94467173
30965,7240882.25640634
30966,10692006.902417
30967,8469995.66005951
30968,3891731.71188099
30969,3539355.09915506
30970,6353014.59524046
30971,8625091.39700465
30972,3558409.66978733
30973,4577707.12988356
30974,5797668.44896976
30975,7454427.81696626
30976,4843980.69317804
30977,8065102.46531654
30978,7603331.05489917
30979,3370586.72680326
30980,5037653.97065296
30981,5699641.00772932
30982,7073552.11680834
30983,4099131.54315116
30984,6075800.11625326
30985,4642387.14892615
30986,9960193.2457705
30987,9678141.53731566
30988,5841022.98529729
30989,6809740.94753267
30990,10324044.7072284
30991,6110473.47814871
30992,2391706.53789703
30993,6756508.70119734
30994,5739656.39915489
30995,7146061.5255958
30996,6082310.64067924
30997,6933741.09070487
30998,4916664.6050967
30999,5255228.87996998
31000,6113836.81471898
31001,6406292.86191883
31002,8632546.94680684
31003,7654061.48362042
31004,5103894.75160084
31005,2931048.32410547
31006,9759389.06656653
31007,6969427.8720776
31008,5532632.85703075
31009,6814106.49972689
31010,7040648.34501268
31011,4945600.20612463
31012,6229934.14191897
31013,5683530.95097005
31014,12174748.4668269
31015,6029207.8055585
31016,4909678.42671103
31017,9504209.63771722
31018,5158672.90489237
31019,5051769.47345835
31020,8453742.95014122
31021,12114106.1343168
31022,23095022.4233676
31023,10096532.5801231
31024,5417954.00179882
31025,5324041.16192603
31026,6015171.41031134
31027,5148008.20611575
31028,4984864.40827183
31029,7109863.55398744
31030,7594859.23933606
31031,10072758.2096032
31032,9644309.00004191
31033,7499621.72284502
31034,8192867.22217204
31035,9541353.47017717
31036,6783832.73667309
31037,20868156.0733667
31038,4947043.66354433
31039,9093905.73890698
31040,5674145.43567894
31041,4980739.69742312
31042,4278729.64975887
31043,6532228.28876215
31044,8322330.57201264
31045,6373763.12530106
31046,13529272.2837701
31047,5876031.82561956
31048,6355868.88761497
31049,4292494.92107537
31050,6673692.96232296
31051,6725791.64818214
31052,4019233.8094036
31053,15346882.136367
31054,6360592.49587995
31055,5694756.49553089
31056,12136840.4668703
31057,5318707.48559064
31058,6351282.04109681
31059,2430162.93603052
31060,7355625.05794726
31061,6409922.94365489
31062,6013060.74302399
31063,3498083.65504924
31064,5819227.64710265
31065,8877639.10478266
